Expression,HHHH,HHHM,HHHN,HHMH,HHMM,HHMN,HHNH,HHNM,HHNN,HMHH,HMHM,HMHN,HMMH,HMMM,HMMN,HMNH,HMNM,HMNN,HNHH,HNHM,HNHN,HNMH,HNMM,HNMN,HNNH,HNNM,HNNN,MHHH,MHHM,MHHN,MHMH,MHMM,MHMN,MHNH,MHNM,MHNN,MMHH,MMHM,MMHN,MMMH,MMMM,MMMN,MMNH,MMNM,MMNN,MNHH,MNHM,MNHN,MNMH,MNMM,MNMN,MNNH,MNNM,MNNN,NHHH,NHHM,NHHN,NHMH,NHMM,NHMN,NHNH,NHNM,NHNN,NMHH,NMHM,NMHN,NMMH,NMMM,NMMN,NMNH,NMNM,NMNN,NNHH,NNHM,NNHN,NNMH,NNMM,NNMN,NNNH,NNNM,NNNN
p3_p4==46,0.5243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6801,0.5243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6801,0.5243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6801,0.5243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6801,0.5243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6801,0.5243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6801,0.5243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6801,0.5243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6801,0.5243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6801
p1_p2==47,0.8112,0.8112,0.8112,0.8112,0.8112,0.8112,0.8112,0.8112,0.8112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5646,0.5646,0.5646,0.5646,0.5646,0.5646,0.5646,0.5646,0.5646
p1_p3==47,0.8112,0.8112,0.8112,0.0,0.0,0.0,0.0,0.0,0.0,0.8112,0.8112,0.8112,0.0,0.0,0.0,0.0,0.0,0.0,0.8112,0.8112,0.8112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5646,0.5646,0.5646,0.0,0.0,0.0,0.0,0.0,0.0,0.5646,0.5646,0.5646,0.0,0.0,0.0,0.0,0.0,0.0,0.5646,0.5646,0.5646
p1_p4==47,0.8112,0.0,0.0,0.8112,0.0,0.0,0.8112,0.0,0.0,0.8112,0.0,0.0,0.8112,0.0,0.0,0.8112,0.0,0.0,0.8112,0.0,0.0,0.8112,0.0,0.0,0.8112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5646,0.0,0.0,0.5646,0.0,0.0,0.5646,0.0,0.0,0.5646,0.0,0.0,0.5646,0.0,0.0,0.5646,0.0,0.0,0.5646,0.0,0.0,0.5646,0.0,0.0,0.5646
p2_p3==47,0.8112,0.8112,0.8112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5646,0.5646,0.5646,0.8112,0.8112,0.8112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5646,0.5646,0.5646,0.8112,0.8112,0.8112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5646,0.5646,0.5646
p2_p4==47,0.8112,0.0,0.0,0.8112,0.0,0.0,0.8112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5646,0.0,0.0,0.5646,0.0,0.0,0.5646,0.8112,0.0,0.0,0.8112,0.0,0.0,0.8112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5646,0.0,0.0,0.5646,0.0,0.0,0.5646,0.8112,0.0,0.0,0.8112,0.0,0.0,0.8112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5646,0.0,0.0,0.5646,0.0,0.0,0.5646
p3_p4==47,0.8112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5646,0.8112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5646,0.8112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5646,0.8112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5646,0.8112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5646,0.8112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5646,0.8112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5646,0.8112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5646,0.8112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5646
p1_p2==48,1.167,1.167,1.167,1.167,1.167,1.167,1.167,1.167,1.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.164,1.164,1.164,1.164,1.164,1.164,1.164,1.164,1.164
p1_p3==48,1.167,1.167,1.167,0.0,0.0,0.0,0.0,0.0,0.0,1.167,1.167,1.167,0.0,0.0,0.0,0.0,0.0,0.0,1.167,1.167,1.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.164,1.164,1.164,0.0,0.0,0.0,0.0,0.0,0.0,1.164,1.164,1.164,0.0,0.0,0.0,0.0,0.0,0.0,1.164,1.164,1.164
p1_p4==48,1.167,0.0,0.0,1.167,0.0,0.0,1.167,0.0,0.0,1.167,0.0,0.0,1.167,0.0,0.0,1.167,0.0,0.0,1.167,0.0,0.0,1.167,0.0,0.0,1.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.164,0.0,0.0,1.164,0.0,0.0,1.164,0.0,0.0,1.164,0.0,0.0,1.164,0.0,0.0,1.164,0.0,0.0,1.164,0.0,0.0,1.164,0.0,0.0,1.164
p2_p3==48,1.167,1.167,1.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.164,1.164,1.164,1.167,1.167,1.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.164,1.164,1.164,1.167,1.167,1.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.164,1.164,1.164
p2_p4==48,1.167,0.0,0.0,1.167,0.0,0.0,1.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.164,0.0,0.0,1.164,0.0,0.0,1.164,1.167,0.0,0.0,1.167,0.0,0.0,1.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.164,0.0,0.0,1.164,0.0,0.0,1.164,1.167,0.0,0.0,1.167,0.0,0.0,1.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.164,0.0,0.0,1.164,0.0,0.0,1.164
p3_p4==48,1.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.164,1.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.164,1.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.164,1.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.164,1.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.164,1.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.164,1.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.164,1.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.164,1.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.164
p1_p2==55,1.407,1.407,1.407,1.407,1.407,1.407,1.407,1.407,1.407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7291,0.7291,0.7291,0.7291,0.7291,0.7291,0.7291,0.7291,0.7291
p1_p3==55,1.407,1.407,1.407,0.0,0.0,0.0,0.0,0.0,0.0,1.407,1.407,1.407,0.0,0.0,0.0,0.0,0.0,0.0,1.407,1.407,1.407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7291,0.7291,0.7291,0.0,0.0,0.0,0.0,0.0,0.0,0.7291,0.7291,0.7291,0.0,0.0,0.0,0.0,0.0,0.0,0.7291,0.7291,0.7291
p1_p4==55,1.407,0.0,0.0,1.407,0.0,0.0,1.407,0.0,0.0,1.407,0.0,0.0,1.407,0.0,0.0,1.407,0.0,0.0,1.407,0.0,0.0,1.407,0.0,0.0,1.407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7291,0.0,0.0,0.7291,0.0,0.0,0.7291,0.0,0.0,0.7291,0.0,0.0,0.7291,0.0,0.0,0.7291,0.0,0.0,0.7291,0.0,0.0,0.7291,0.0,0.0,0.7291
p2_p3==55,1.407,1.407,1.407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7291,0.7291,0.7291,1.407,1.407,1.407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7291,0.7291,0.7291,1.407,1.407,1.407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7291,0.7291,0.7291
p2_p4==55,1.407,0.0,0.0,1.407,0.0,0.0,1.407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7291,0.0,0.0,0.7291,0.0,0.0,0.7291,1.407,0.0,0.0,1.407,0.0,0.0,1.407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7291,0.0,0.0,0.7291,0.0,0.0,0.7291,1.407,0.0,0.0,1.407,0.0,0.0,1.407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7291,0.0,0.0,0.7291,0.0,0.0,0.7291
p3_p4==55,1.407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7291,1.407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7291,1.407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7291,1.407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7291,1.407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7291,1.407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7291,1.407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7291,1.407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7291,1.407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7291
p1_p2==56,0.8632,0.8632,0.8632,0.8632,0.8632,0.8632,0.8632,0.8632,0.8632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2919,0.2919,0.2919,0.2919,0.2919,0.2919,0.2919,0.2919,0.2919
p1_p3==56,0.8632,0.8632,0.8632,0.0,0.0,0.0,0.0,0.0,0.0,0.8632,0.8632,0.8632,0.0,0.0,0.0,0.0,0.0,0.0,0.8632,0.8632,0.8632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2919,0.2919,0.2919,0.0,0.0,0.0,0.0,0.0,0.0,0.2919,0.2919,0.2919,0.0,0.0,0.0,0.0,0.0,0.0,0.2919,0.2919,0.2919
p1_p4==56,0.8632,0.0,0.0,0.8632,0.0,0.0,0.8632,0.0,0.0,0.8632,0.0,0.0,0.8632,0.0,0.0,0.8632,0.0,0.0,0.8632,0.0,0.0,0.8632,0.0,0.0,0.8632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2919,0.0,0.0,0.2919,0.0,0.0,0.2919,0.0,0.0,0.2919,0.0,0.0,0.2919,0.0,0.0,0.2919,0.0,0.0,0.2919,0.0,0.0,0.2919,0.0,0.0,0.2919
p2_p3==56,0.8632,0.8632,0.8632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2919,0.2919,0.2919,0.8632,0.8632,0.8632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2919,0.2919,0.2919,0.8632,0.8632,0.8632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2919,0.2919,0.2919
p2_p4==56,0.8632,0.0,0.0,0.8632,0.0,0.0,0.8632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2919,0.0,0.0,0.2919,0.0,0.0,0.2919,0.8632,0.0,0.0,0.8632,0.0,0.0,0.8632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2919,0.0,0.0,0.2919,0.0,0.0,0.2919,0.8632,0.0,0.0,0.8632,0.0,0.0,0.8632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2919,0.0,0.0,0.2919,0.0,0.0,0.2919
p3_p4==56,0.8632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2919,0.8632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2919,0.8632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2919,0.8632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2919,0.8632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2919,0.8632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2919,0.8632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2919,0.8632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2919,0.8632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2919
p1_p2==57,0.8632,0.8632,0.8632,0.8632,0.8632,0.8632,0.8632,0.8632,0.8632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2919,0.2919,0.2919,0.2919,0.2919,0.2919,0.2919,0.2919,0.2919
p1_p3==57,0.8632,0.8632,0.8632,0.0,0.0,0.0,0.0,0.0,0.0,0.8632,0.8632,0.8632,0.0,0.0,0.0,0.0,0.0,0.0,0.8632,0.8632,0.8632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2919,0.2919,0.2919,0.0,0.0,0.0,0.0,0.0,0.0,0.2919,0.2919,0.2919,0.0,0.0,0.0,0.0,0.0,0.0,0.2919,0.2919,0.2919
p1_p4==57,0.8632,0.0,0.0,0.8632,0.0,0.0,0.8632,0.0,0.0,0.8632,0.0,0.0,0.8632,0.0,0.0,0.8632,0.0,0.0,0.8632,0.0,0.0,0.8632,0.0,0.0,0.8632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2919,0.0,0.0,0.2919,0.0,0.0,0.2919,0.0,0.0,0.2919,0.0,0.0,0.2919,0.0,0.0,0.2919,0.0,0.0,0.2919,0.0,0.0,0.2919,0.0,0.0,0.2919
p2_p3==57,0.8632,0.8632,0.8632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2919,0.2919,0.2919,0.8632,0.8632,0.8632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2919,0.2919,0.2919,0.8632,0.8632,0.8632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2919,0.2919,0.2919
p2_p4==57,0.8632,0.0,0.0,0.8632,0.0,0.0,0.8632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2919,0.0,0.0,0.2919,0.0,0.0,0.2919,0.8632,0.0,0.0,0.8632,0.0,0.0,0.8632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2919,0.0,0.0,0.2919,0.0,0.0,0.2919,0.8632,0.0,0.0,0.8632,0.0,0.0,0.8632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2919,0.0,0.0,0.2919,0.0,0.0,0.2919
p3_p4==57,0.8632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2919,0.8632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2919,0.8632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2919,0.8632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2919,0.8632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2919,0.8632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2919,0.8632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2919,0.8632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2919,0.8632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2919
p1_p2==58,0.8632,0.8632,0.8632,0.8632,0.8632,0.8632,0.8632,0.8632,0.8632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2919,0.2919,0.2919,0.2919,0.2919,0.2919,0.2919,0.2919,0.2919
p1_p3==58,0.8632,0.8632,0.8632,0.0,0.0,0.0,0.0,0.0,0.0,0.8632,0.8632,0.8632,0.0,0.0,0.0,0.0,0.0,0.0,0.8632,0.8632,0.8632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2919,0.2919,0.2919,0.0,0.0,0.0,0.0,0.0,0.0,0.2919,0.2919,0.2919,0.0,0.0,0.0,0.0,0.0,0.0,0.2919,0.2919,0.2919
p1_p4==58,0.8632,0.0,0.0,0.8632,0.0,0.0,0.8632,0.0,0.0,0.8632,0.0,0.0,0.8632,0.0,0.0,0.8632,0.0,0.0,0.8632,0.0,0.0,0.8632,0.0,0.0,0.8632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2919,0.0,0.0,0.2919,0.0,0.0,0.2919,0.0,0.0,0.2919,0.0,0.0,0.2919,0.0,0.0,0.2919,0.0,0.0,0.2919,0.0,0.0,0.2919,0.0,0.0,0.2919
p2_p3==58,0.8632,0.8632,0.8632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2919,0.2919,0.2919,0.8632,0.8632,0.8632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2919,0.2919,0.2919,0.8632,0.8632,0.8632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2919,0.2919,0.2919
p2_p4==58,0.8632,0.0,0.0,0.8632,0.0,0.0,0.8632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2919,0.0,0.0,0.2919,0.0,0.0,0.2919,0.8632,0.0,0.0,0.8632,0.0,0.0,0.8632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2919,0.0,0.0,0.2919,0.0,0.0,0.2919,0.8632,0.0,0.0,0.8632,0.0,0.0,0.8632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2919,0.0,0.0,0.2919,0.0,0.0,0.2919
p3_p4==58,0.8632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2919,0.8632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2919,0.8632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2919,0.8632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2919,0.8632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2919,0.8632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2919,0.8632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2919,0.8632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2919,0.8632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2919
p1_p2==66,2.198,2.198,2.198,2.198,2.198,2.198,2.198,2.198,2.198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4794,0.4794,0.4794,0.4794,0.4794,0.4794,0.4794,0.4794,0.4794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512,1.512
p1_p3==66,2.198,2.198,2.198,0.0,0.0,0.0,0.0,0.0,0.0,2.198,2.198,2.198,0.0,0.0,0.0,0.0,0.0,0.0,2.198,2.198,2.198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4794,0.4794,0.4794,0.0,0.0,0.0,0.0,0.0,0.0,0.4794,0.4794,0.4794,0.0,0.0,0.0,0.0,0.0,0.0,0.4794,0.4794,0.4794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.512,1.512,1.512,0.0,0.0,0.0,0.0,0.0,0.0,1.512,1.512,1.512,0.0,0.0,0.0,0.0,0.0,0.0,1.512,1.512,1.512
