household_id,home_zone_id,income,hhsize,HHT,auto_ownership,num_workers,joint_tour_frequency
1488597,117,76000,2,1,1,1,0_tours
412822,149,18000,4,2,2,2,0_tours
1524622,124,87000,2,5,1,2,0_tours
1600583,72,95150,2,7,1,2,0_tours
1454990,111,68000,1,4,1,1,0_tours
932404,14,37400,2,2,0,1,0_tours
2508981,149,258900,12,1,1,7,0_tours
934590,184,35000,2,1,2,1,0_tours
2233709,71,483000,2,1,2,2,0_tours
1700784,81,88000,3,2,1,3,0_tours
837930,93,57500,1,6,1,1,0_tours
2765493,91,0,1,0,1,0,0_tours
702767,20,14600,2,1,1,0,0_tours
2240403,109,130000,2,5,1,2,0_tours
2820557,8,0,1,0,0,1,0_tours
755232,187,30040,1,6,1,0,0_tours
2111255,179,132190,2,1,2,2,0_tours
2718661,75,132700,2,2,0,1,0_tours
2679104,118,188500,12,1,1,6,0_tours
706735,149,0,2,1,1,0,1_Shop
837322,89,38200,1,6,0,1,0_tours
2307338,54,187300,3,5,1,2,0_tours
1769918,153,83000,4,1,2,2,1_Main
1379863,182,58600,3,1,0,1,0_tours
826740,34,30000,1,6,1,1,0_tours
2052529,49,227000,1,4,1,1,0_tours
2238100,97,111000,2,5,1,2,0_tours
574439,37,12600,1,6,0,0,0_tours
1290495,99,33600,1,6,0,0,0_tours
1035968,85,30000,2,3,1,1,0_tours
1364365,69,45600,2,5,0,1,0_tours
122417,97,29000,1,4,1,1,0_tours
750498,149,23500,5,1,2,1,0_tours
2347977,99,105000,3,7,1,3,0_tours
2237059,89,115000,2,1,1,2,0_tours
1449350,49,65000,1,6,0,1,0_tours
983001,17,48000,2,1,0,2,0_tours
586343,103,24000,1,4,1,0,0_tours
107778,7,13100,1,6,0,1,0_tours
2519358,168,220000,4,1,2,1,1_Disc
1607904,176,87000,2,1,1,2,0_tours
831001,55,43800,1,6,1,1,0_tours
287650,8,6500,2,3,0,0,0_tours
910150,166,47000,2,1,3,1,0_tours
2764940,86,0,1,0,1,0,0_tours
2226303,33,106000,2,5,1,2,0_tours
27266,9,17400,1,4,0,0,0_tours
1849344,184,82410,5,1,3,2,0_tours
1384887,11,35400,3,1,0,1,0_tours
2766775,108,0,1,0,1,0,0_tours
127327,145,16600,1,6,1,1,0_tours
579671,66,6200,1,6,0,0,0_tours
586258,103,14900,1,4,1,0,0_tours
663493,110,19180,1,6,1,1,0_tours
569375,20,7400,1,6,1,0,0_tours
1445193,17,75000,1,4,0,1,0_tours
2833455,69,0,1,0,0,0,0_tours
1407683,106,70000,1,6,1,0,0_tours
