puma_geoid,TAZ,household_id,per_num,AGEP,SEX,WKHP,WKW,ESR,RAC1P,HISP,SCHG,MIL,NAICSP,INDP,person_id
1100105,56,2706324,1,27,1,-9,-9,6,1,3,16,4,712,8570.0,270632401
1100105,56,2706325,1,20,2,16,6,6,1,1,15,4,4481,5170.0,270632501
1100105,56,2706326,1,19,2,30,6,6,1,1,15,4,442,4770.0,270632601
1100105,56,2706327,1,21,1,25,4,1,2,1,15,4,611M1,7870.0,270632701
1100105,56,2706328,1,18,2,-9,-9,6,2,1,15,4,,,270632801
1100105,56,2706329,1,22,1,20,6,6,1,1,15,4,3345,3380.0,270632901
1100105,56,2706330,1,19,2,10,6,6,1,1,15,4,315M,1691.0,270633001
1100105,56,2706331,1,19,2,20,6,1,2,1,15,4,611M1,7870.0,270633101
1100105,56,2706332,1,20,1,4,5,6,1,1,15,4,713Z,8590.0,270633201
1100105,56,2706333,1,18,1,-9,-9,6,6,1,15,4,,,270633301
1100105,56,2706334,1,20,2,-9,-9,6,1,1,15,4,,,270633401
1100105,56,2706335,1,20,1,-9,-9,6,9,1,15,4,,,270633501
1100105,56,2706336,1,20,2,15,4,1,2,1,15,4,722Z,8680.0,270633601
1100105,56,2706337,1,21,2,30,6,6,1,1,15,4,722Z,8680.0,270633701
1100105,56,2706338,1,18,2,-9,-9,6,2,1,15,4,,,270633801
1100105,56,2706339,1,28,2,10,5,1,2,1,15,4,722Z,8680.0,270633901
1100105,56,2706340,1,18,2,12,6,6,1,1,15,4,712,8570.0,270634001
1100105,56,2706341,1,19,2,20,4,1,2,1,15,4,5313,7072.0,270634101
1100105,56,2706342,1,19,2,40,5,6,1,1,15,4,712,8570.0,270634201
1100105,56,2706343,1,26,2,40,1,1,2,1,16,4,6111,7860.0,270634301
1100105,56,2706344,1,18,2,46,6,6,2,1,15,4,721M,8670.0,270634401
1100105,56,2706345,1,20,1,21,6,6,2,1,15,4,722Z,8680.0,270634501
1100105,56,2706346,1,37,2,38,3,1,9,3,16,4,611M1,7870.0,270634601
1100105,56,2706347,1,19,2,30,5,6,9,1,15,4,713Z,8590.0,270634701
1100105,56,2706348,1,18,2,-9,-9,6,1,3,15,4,,,270634801
1100105,56,2706349,1,20,2,-9,-9,6,2,1,15,4,,,270634901
1100105,56,2706350,1,18,2,10,6,1,1,1,15,4,713Z,8590.0,270635001
1100105,56,2706351,1,18,1,24,5,1,1,1,15,4,4539,5580.0,270635101
1100105,56,2706352,1,18,1,23,4,6,2,1,15,4,44511,4971.0,270635201
1100105,56,2706353,1,18,1,-9,-9,6,1,1,15,4,,,270635301
1100105,56,2706354,1,21,1,21,6,6,2,1,15,4,722Z,8680.0,270635401
1100105,56,2706355,1,18,1,15,5,6,1,21,15,4,722Z,8680.0,270635501
1100105,56,2706356,1,29,2,-9,-9,6,6,1,16,4,,,270635601
1100105,56,2706357,1,19,2,-9,-9,6,6,1,15,4,,,270635701
1100105,56,2706358,1,18,1,-9,-9,6,2,1,15,4,713Z,8590.0,270635801
1100105,56,2706359,1,20,1,30,6,6,1,1,15,4,488,6290.0,270635901
1100105,56,2706360,1,20,2,-9,-9,6,2,1,15,4,,,270636001
1100105,56,2706361,1,21,2,18,5,1,2,1,15,4,611M1,7870.0,270636101
1100105,56,2706362,1,20,2,25,5,1,2,1,15,4,611M1,7870.0,270636201
1100105,56,2706363,1,19,1,4,6,6,6,1,15,4,611M3,7890.0,270636301
1100105,56,2706364,1,20,2,-9,-9,6,2,1,15,4,,,270636401
1100105,56,2706365,1,18,2,15,6,1,2,1,15,4,611M1,7870.0,270636501
1100105,56,2706366,1,20,2,15,1,1,1,1,15,4,6244,8470.0,270636601
1100105,56,2706367,1,19,1,10,6,6,1,1,15,4,23,770.0,270636701
1100105,56,2706368,1,21,1,32,6,6,1,1,15,4,722Z,8680.0,270636801
1100105,56,2706369,1,21,2,20,3,1,2,1,15,4,611M1,7870.0,270636901
1100105,56,2706370,1,19,2,48,4,1,1,2,15,4,722Z,8680.0,270637001
1100105,56,2706371,1,56,1,4,6,1,2,1,16,4,8131,9160.0,270637101
1100105,56,2706372,1,20,1,19,6,6,1,1,15,4,8139Z,9190.0,270637201
1100105,56,2706373,1,18,2,-9,-9,6,1,1,15,4,,,270637301
1100105,56,2706374,1,21,1,20,4,1,1,1,15,4,813M,9170.0,270637401
1100105,56,2706375,1,19,2,8,6,1,2,1,15,4,611M3,7890.0,270637501
1100105,56,2706376,1,20,1,45,5,6,1,1,15,4,5419Z,7490.0,270637601
1100105,56,2706377,1,18,2,20,3,6,1,1,15,4,5411,7270.0,270637701
1100105,56,2706378,1,21,2,25,5,1,2,1,15,4,611M1,7870.0,270637801
1100105,56,2706379,1,19,1,7,4,3,1,1,15,4,722Z,8680.0,270637901
1100105,56,2706380,1,19,2,16,6,6,2,1,15,4,45221,5381.0,270638001
1100105,56,2706381,1,21,1,20,4,1,2,1,15,4,485M,6180.0,270638101
1100105,56,2706382,1,19,2,-9,-9,6,2,1,15,4,,,270638201
1100105,56,2706383,1,21,2,-9,-9,6,2,1,15,4,,,270638301
1100105,56,2706384,1,20,2,3,6,6,1,1,15,4,611M3,7890.0,270638401
1100105,56,2706385,1,18,2,-9,-9,6,1,3,15,4,,,270638501
1100105,56,2706386,1,21,2,20,6,6,1,1,15,4,6241,8370.0,270638601
1100105,56,2706387,1,21,2,40,6,6,2,1,15,4,713Z,8590.0,270638701
1100105,56,2706388,1,19,2,40,5,6,1,1,15,4,712,8570.0,270638801
1100105,56,2706389,1,23,2,20,1,1,1,21,15,4,722Z,8680.0,270638901
1100105,56,2706390,1,20,2,15,4,1,2,1,15,4,722Z,8680.0,270639001
1100105,56,2706391,1,20,2,-9,-9,6,2,1,15,4,,,270639101
1100105,56,2706392,1,18,2,28,4,6,2,1,15,4,722Z,8680.0,270639201
1100105,56,2706393,1,18,2,20,3,6,1,1,15,4,44611,5070.0,270639301
1100105,56,2706394,1,19,1,20,5,3,1,1,15,4,611M1,7870.0,270639401
1100105,56,2706395,1,19,2,20,6,6,1,1,15,4,4511M,5275.0,270639501
1100105,56,2706396,1,18,1,10,4,1,1,1,15,4,721M,8670.0,270639601
1100105,56,2706397,1,19,1,8,6,6,2,1,15,4,713Z,8590.0,270639701
1100105,56,2706398,1,20,1,20,4,1,1,1,15,4,611M1,7870.0,270639801
1100105,56,2706399,1,20,2,35,5,1,1,1,15,4,928P,9590.0,270639901
1100105,56,2706400,1,18,2,45,6,6,1,1,15,4,814,9290.0,270640001
1100105,56,2706401,1,21,2,20,6,6,2,1,15,4,6231,8270.0,270640101
1100105,56,2706402,1,21,2,-9,-9,6,1,1,15,4,,,270640201
1100105,56,2706403,1,19,1,15,6,1,1,1,15,4,4481,5170.0,270640301
1100105,56,2706404,1,19,2,18,3,6,1,1,15,4,722Z,8680.0,270640401
1100105,56,2706405,1,22,1,20,6,6,1,1,15,4,3345,3380.0,270640501
1100105,56,2706406,1,18,2,-9,-9,6,1,1,15,4,,,270640601
1100105,56,2706407,1,20,1,20,4,1,1,1,15,4,722Z,8680.0,270640701
1100105,56,2706408,1,21,2,15,4,1,9,1,15,4,92MP,9470.0,270640801
1100105,56,2706409,1,18,2,-9,-9,6,1,1,15,4,,,270640901
1100105,56,2706410,1,21,1,10,4,3,6,1,15,4,611M1,7870.0,270641001
1100105,56,2706411,1,19,1,-9,-9,6,6,1,15,4,51111,6470.0,270641101
1100105,56,2706412,1,23,1,-9,-9,6,2,1,15,4,721M,8670.0,270641201
1100105,56,2706413,1,20,2,12,1,2,1,1,15,4,45121,5370.0,270641301
1100105,56,2706414,1,19,2,20,6,1,1,1,15,4,611M1,7870.0,270641401
1100105,56,2706415,1,29,2,-9,-9,6,6,1,16,4,,,270641501
1100105,56,2706416,1,21,1,8,4,1,2,1,15,4,611M1,7870.0,270641601
1100105,56,2706417,1,22,2,8,5,1,1,1,15,4,611M1,7870.0,270641701
1100105,56,2706418,1,20,2,15,4,1,2,1,15,4,722Z,8680.0,270641801
1100105,56,2706419,1,19,1,-9,-9,6,1,1,15,4,,,270641901
1100105,56,2706420,1,18,2,15,1,1,1,1,15,4,611M1,7870.0,270642001
1100105,56,2706421,1,18,2,-9,-9,3,1,1,15,4,45221,5381.0,270642101
1100105,56,2706422,1,21,2,18,5,1,2,1,15,4,611M1,7870.0,270642201
1100105,56,2706423,1,19,2,-9,-9,6,1,1,15,4,722Z,8680.0,270642301
1100105,56,2706424,1,19,2,99,6,6,1,1,15,4,721M,8670.0,270642401
1100105,56,2706425,1,19,2,20,6,1,2,1,15,4,611M1,7870.0,270642501
1100105,56,2706426,1,21,2,8,4,1,1,1,15,4,611M1,7870.0,270642601
1100105,56,2706427,1,19,2,20,5,6,1,2,15,4,71395,8580.0,270642701
1100105,56,2706428,1,19,2,33,6,6,1,1,15,4,713Z,8590.0,270642801
1100105,56,2706429,1,20,2,20,6,6,2,1,15,4,713Z,8590.0,270642901
1100105,56,2706430,1,19,2,40,5,6,1,1,15,4,712,8570.0,270643001
1100105,56,2706431,1,18,1,-9,-9,3,2,1,15,4,999920,9920.0,270643101
1100105,56,2706432,1,20,1,-9,-9,6,2,1,15,4,,,270643201
1100105,56,2706433,1,18,1,6,1,1,1,1,15,4,622M,8191.0,270643301
1100105,56,2706434,1,21,2,38,6,6,2,1,15,4,813M,9170.0,270643401
1100105,56,2706435,1,19,2,-9,-9,6,6,1,15,4,,,270643501
1100105,56,2706436,1,19,2,-9,-9,6,2,1,15,4,,,270643601
1100105,56,2706437,1,21,2,36,6,6,1,1,15,4,622M,8191.0,270643701
1100105,56,2706438,1,22,2,20,4,1,2,1,15,4,611M1,7870.0,270643801
1100105,56,2706439,1,21,2,15,6,6,1,1,15,4,92MP,9470.0,270643901
1100105,56,2706440,1,22,2,8,5,1,1,1,15,4,611M1,7870.0,270644001
1100105,56,2706441,1,19,1,20,6,6,1,1,15,4,4442,4890.0,270644101
1100105,56,2706442,1,22,2,36,6,6,2,1,15,4,622M,8191.0,270644201
1100105,56,2706443,1,19,1,-9,-9,6,1,1,15,4,,,270644301
1100105,56,2706444,1,18,2,15,6,1,2,1,15,4,611M1,7870.0,270644401
1100105,56,2706445,1,19,2,-9,-9,6,1,1,15,4,611M3,7890.0,270644501
1100105,56,2706446,1,22,1,15,5,1,1,1,15,4,92113,9380.0,270644601
1100105,56,2706447,1,21,1,35,5,6,1,1,15,4,52M2,6970.0,270644701
1100105,56,2706448,1,18,2,10,6,6,1,1,15,4,5616,7680.0,270644801
1100105,56,2706449,1,21,2,20,5,1,6,1,15,4,5416,7390.0,270644901
1100105,56,2706450,1,20,2,20,1,1,2,1,15,4,561M,7780.0,270645001
1100105,56,2706451,1,20,1,12,3,1,1,1,15,4,611M1,7870.0,270645101
1100105,56,2706452,1,18,1,-9,-9,6,1,1,15,4,,,270645201
1100105,56,2706453,1,21,2,20,6,6,1,1,15,4,611M1,7870.0,270645301
1100105,56,2706454,1,20,2,25,4,1,2,5,15,4,713Z,8590.0,270645401
1100105,56,2706455,1,20,2,3,6,6,1,1,15,4,611M3,7890.0,270645501
1100105,56,2706456,1,19,2,8,6,1,2,1,15,4,611M3,7890.0,270645601
1100105,56,2706457,1,17,1,-9,-9,6,2,1,15,4,5121,6570.0,270645701
1100105,56,2706458,1,19,2,20,1,1,2,1,15,4,611M1,7870.0,270645801
1100105,56,2706459,1,18,2,12,6,6,1,1,15,4,712,8570.0,270645901
1100105,56,2706460,1,18,2,-9,-9,6,6,1,15,4,,,270646001
1100105,56,2706461,1,18,1,40,6,6,1,1,15,4,23,770.0,270646101
1100105,56,2706462,1,18,2,40,5,6,1,1,15,4,712,8570.0,270646201
1100105,56,2706463,1,21,2,15,6,6,1,1,15,4,92MP,9470.0,270646301
1100105,56,2706464,1,19,1,24,5,1,1,1,15,4,4539,5580.0,270646401
1100105,56,2706465,1,18,2,15,6,1,1,24,15,4,611M1,7870.0,270646501
1100105,56,2706466,1,18,1,6,1,1,1,1,15,4,622M,8191.0,270646601
1100105,56,2706467,1,21,2,20,5,1,2,1,15,4,5121,6570.0,270646701
1100105,56,2706468,1,21,1,50,1,4,1,1,15,1,928110P4,9770.0,270646801
1100105,56,2706469,1,18,1,12,6,1,1,1,15,4,611M1,7870.0,270646901
1100105,56,2706470,1,20,2,30,6,6,1,1,15,4,5111Z,6480.0,270647001
1100105,56,2706471,1,19,1,28,6,6,2,1,15,4,23,770.0,270647101
1100105,56,2706472,1,21,2,10,4,1,2,1,15,4,611M1,7870.0,270647201
1100105,56,2706473,1,18,1,40,6,6,1,1,15,4,721M,8670.0,270647301
1100105,56,2706474,1,20,2,32,6,6,1,1,15,4,722Z,8680.0,270647401
1100105,56,2706475,1,21,1,20,4,1,1,2,15,4,485M,6180.0,270647501
1100105,56,2706476,1,20,1,-9,-9,6,1,1,15,4,,,270647601
1100105,56,2706477,1,19,1,-9,-9,6,6,1,15,4,,,270647701
1100105,56,2706478,1,20,2,15,4,1,2,1,15,4,722Z,8680.0,270647801
1100105,56,2706479,1,18,2,10,6,6,1,1,15,4,722Z,8680.0,270647901
1100105,56,2706480,1,19,2,-9,-9,6,1,1,15,4,,,270648001
1100105,56,2706481,1,18,2,-9,-9,6,1,3,15,4,,,270648101
1100105,56,2706482,1,19,1,7,4,3,1,1,15,4,722Z,8680.0,270648201
1100105,56,2706483,1,22,2,-9,-9,6,1,1,15,4,,,270648301
1100105,56,2706484,1,21,1,40,6,1,1,1,15,4,337,3895.0,270648401
1100105,56,2706485,1,21,1,40,6,6,1,1,15,4,52M2,6970.0,270648501
1100105,56,2706486,1,20,1,-9,-9,3,2,1,15,4,44511,4971.0,270648601
1100105,56,2706487,1,21,1,-9,-9,6,1,1,15,3,6111,7860.0,270648701
1100105,56,2706488,1,18,1,8,6,6,2,1,15,4,713Z,8590.0,270648801
1100105,56,2706489,1,19,2,16,4,6,1,1,15,4,722Z,8680.0,270648901
1100105,56,2706490,1,19,2,16,4,6,2,1,15,4,722Z,8680.0,270649001
1100105,56,2706491,1,20,1,25,4,3,9,1,15,4,621M,8180.0,270649101
1100105,56,2706492,1,20,2,-9,-9,6,1,1,15,4,,,270649201
1100105,56,2706493,1,20,2,30,6,6,1,1,15,4,722Z,8680.0,270649301
1100105,56,2706494,1,20,2,15,5,6,2,1,15,4,722Z,8680.0,270649401
1100105,56,2706495,1,18,2,-9,-9,6,2,1,15,4,,,270649501
1100105,56,2706496,1,18,2,10,6,1,1,1,15,4,713Z,8590.0,270649601
1100105,56,2706497,1,21,1,21,6,6,2,1,15,4,722Z,8680.0,270649701
1100105,56,2706498,1,21,2,15,5,6,2,1,15,4,722Z,8680.0,270649801
1100105,56,2706499,1,21,1,40,6,6,1,1,15,4,52M2,6970.0,270649901
1100105,56,2706500,1,20,2,25,1,1,8,24,15,4,3118Z,1270.0,270650001
1100105,56,2706501,1,18,1,-9,-9,6,1,1,15,4,,,270650101
1100105,56,2706502,1,18,1,35,4,1,2,1,15,4,611M1,7870.0,270650201
1100105,56,2706503,1,18,1,10,5,6,1,1,15,4,6211,7970.0,270650301
1100105,56,2706504,1,20,2,15,1,1,1,1,15,4,6244,8470.0,270650401
1100105,56,2706505,1,18,2,-9,-9,6,1,1,15,4,,,270650501
1100105,56,2706506,1,21,1,25,4,1,2,1,15,4,611M1,7870.0,270650601
1100105,56,2706507,1,20,2,16,6,6,1,1,15,4,4481,5170.0,270650701
1100105,56,2706508,1,20,2,25,5,1,2,1,15,4,611M1,7870.0,270650801
1100105,56,2706509,1,19,2,20,6,6,2,1,15,4,713Z,8590.0,270650901
1100105,56,2706510,1,21,1,30,6,6,2,1,15,4,4542,5670.0,270651001
1100105,56,2706511,1,18,1,-9,-9,6,6,1,15,4,,,270651101
1100105,56,2706512,1,19,2,25,1,2,2,1,15,4,722Z,8680.0,270651201
1100105,56,2706513,1,20,2,-9,-9,6,6,1,15,4,,,270651301
1100105,56,2706514,1,20,1,45,5,6,6,1,15,4,4481,5170.0,270651401
1100105,56,2706515,1,20,2,16,6,6,1,1,15,4,4481,5170.0,270651501
1100105,56,2706516,1,18,2,40,5,6,1,1,15,4,712,8570.0,270651601
1100105,56,2706517,1,19,2,-9,-9,6,1,1,15,4,,,270651701
1100105,56,2706518,1,27,1,20,5,1,2,8,15,4,722Z,8680.0,270651801
1100105,56,2706519,1,20,1,20,4,1,1,1,15,4,611M1,7870.0,270651901
1100105,56,2706520,1,21,2,-9,-9,6,1,1,15,4,,,270652001
1100105,56,2706521,1,22,2,6,4,6,6,1,15,4,712,8570.0,270652101
1100105,56,2706522,1,18,2,-9,-9,6,1,1,15,4,,,270652201
1100105,56,2706523,1,19,2,16,4,6,2,1,15,4,722Z,8680.0,270652301
1100105,56,2706524,1,18,2,-9,-9,6,2,1,15,4,,,270652401
1100105,56,2706525,1,21,2,36,6,6,2,1,15,4,622M,8191.0,270652501
1100105,56,2706526,1,19,1,30,4,6,1,1,15,4,722Z,8680.0,270652601
1100105,56,2706527,1,21,1,30,6,6,2,1,15,4,4542,5670.0,270652701
1100105,56,2706528,1,20,2,4,5,6,1,1,15,4,814,9290.0,270652801
1100105,56,2706529,1,18,2,25,1,1,2,1,15,4,3118Z,1270.0,270652901
1100105,56,2706530,1,19,1,40,6,3,2,1,15,4,51913,6672.0,270653001
1100105,56,2706531,1,18,2,15,1,1,1,1,15,4,4481,5170.0,270653101
1100105,56,2706532,1,19,2,16,4,6,2,1,15,4,722Z,8680.0,270653201
1100105,56,2706533,1,19,1,-9,-9,6,6,1,15,4,,,270653301
1100105,56,2706534,1,20,2,25,5,1,2,1,15,4,611M1,7870.0,270653401
1100105,56,2706535,1,19,1,10,6,6,1,1,15,4,23,770.0,270653501
1100105,56,2706536,1,18,2,22,4,1,2,1,15,4,611M1,7870.0,270653601
1100105,56,2706537,1,18,2,46,6,6,2,1,15,4,721M,8670.0,270653701
1100105,56,2706538,1,19,2,16,4,6,1,1,15,4,722Z,8680.0,270653801
1100105,56,2706539,1,21,2,20,3,1,2,1,15,4,611M1,7870.0,270653901
1100105,56,2706540,1,20,2,20,3,1,1,1,15,4,44821,5180.0,270654001
1100105,56,2706541,1,27,1,-9,-9,6,1,3,16,4,712,8570.0,270654101
1100105,56,2706542,1,19,1,28,6,6,2,1,15,4,23,770.0,270654201
1100105,56,2706543,1,18,1,8,6,6,2,1,15,4,713Z,8590.0,270654301
1100105,56,2706544,1,19,2,35,3,1,1,1,15,4,611M1,7870.0,270654401
1100105,56,2706545,1,19,1,28,6,6,2,11,15,4,23,770.0,270654501
1100105,56,2706546,1,18,2,45,6,6,1,1,15,4,814,9290.0,270654601
1100105,56,2706547,1,33,2,35,4,3,2,1,15,4,6231,8270.0,270654701
1100105,56,2706548,1,18,2,-9,-9,6,1,1,15,4,,,270654801
1100105,56,2706549,1,20,2,-9,-9,6,1,1,15,4,,,270654901
1100105,56,2706550,1,18,2,-9,-9,6,2,1,15,4,,,270655001
1100105,56,2706551,1,20,2,-9,-9,6,1,24,15,4,721M,8670.0,270655101
1100105,56,2706552,1,20,2,25,1,1,8,24,15,4,3118Z,1270.0,270655201
1100105,56,2706553,1,18,2,27,5,2,2,1,15,4,6244,8470.0,270655301
1100105,56,2706554,1,20,1,40,4,2,1,1,15,4,722Z,8680.0,270655401
1100105,56,2706555,1,19,2,15,5,1,9,1,15,4,813M,9170.0,270655501
1100105,56,2706556,1,18,2,8,6,1,2,1,15,4,611M3,7890.0,270655601
1100105,56,2706557,1,22,2,20,4,1,2,1,15,4,611M1,7870.0,270655701
1100105,56,2706558,1,20,2,-9,-9,6,2,1,15,4,622M,8191.0,270655801
1100105,56,2706559,1,26,2,40,1,1,2,1,16,4,6111,7860.0,270655901
1100105,56,2706560,1,20,2,25,5,1,2,1,15,4,611M1,7870.0,270656001
1100105,56,2706561,1,18,2,15,6,3,2,1,15,4,4481,5170.0,270656101
1100105,56,2706562,1,19,2,40,5,6,1,1,15,4,712,8570.0,270656201
1100105,56,2706563,1,22,2,20,6,6,2,1,15,4,6231,8270.0,270656301
1100105,56,2706564,1,19,2,-9,-9,6,2,1,15,4,,,270656401
1100105,56,2706565,1,19,2,-9,-9,6,1,1,15,4,,,270656501
1100105,56,2706566,1,18,1,14,3,1,1,1,15,4,7211,8660.0,270656601
1100105,56,2706567,1,19,2,30,6,6,6,1,15,4,4539,5580.0,270656701
1100105,56,2706568,1,18,2,-9,-9,6,2,1,15,4,,,270656801
1100105,56,2706569,1,19,1,60,6,6,2,1,15,4,711M,8563.0,270656901
1100105,56,2706570,1,21,1,32,6,6,1,1,15,4,722Z,8680.0,270657001
1100105,56,2706571,1,20,1,40,4,2,1,1,15,4,722Z,8680.0,270657101
1100105,56,2706572,1,19,2,99,6,6,1,1,15,4,721M,8670.0,270657201
1100105,56,2706573,1,18,1,25,5,6,2,1,15,4,4453,4990.0,270657301
1100105,56,2706574,1,18,2,20,1,1,1,1,15,4,722Z,8680.0,270657401
1100105,56,2706575,1,21,1,20,6,6,1,1,15,4,713Z,8590.0,270657501
1100105,56,2706576,1,19,2,25,1,2,2,1,15,4,722Z,8680.0,270657601
1100105,56,2706577,1,19,2,20,3,1,1,1,15,4,611M1,7870.0,270657701
1100105,56,2706578,1,21,1,-9,-9,6,2,1,15,4,813M,9170.0,270657801
1100105,56,2706579,1,21,2,15,6,6,1,1,15,4,92MP,9470.0,270657901
1100105,56,2706580,1,18,2,46,6,6,2,1,15,4,721M,8670.0,270658001
1100105,56,2706581,1,21,2,35,5,1,2,1,15,4,928P,9590.0,270658101
1100105,56,2706582,1,21,1,30,6,6,2,1,15,4,4542,5670.0,270658201
1100105,56,2706583,1,19,1,23,4,6,1,17,15,4,44512,4972.0,270658301
1100105,56,2706584,1,22,2,40,6,6,1,1,16,4,611M1,7870.0,270658401
1100105,56,2706585,1,21,2,40,1,6,2,1,15,4,515,6670.0,270658501
1100105,56,2706586,1,20,1,6,5,1,2,1,15,4,611M2,7880.0,270658601
1100105,56,2706587,1,20,2,-9,-9,6,1,1,15,4,,,270658701
1100105,56,2706588,1,23,2,-9,-9,6,2,1,15,4,,,270658801
1100105,56,2706589,1,22,1,15,4,2,2,1,15,4,4481,5170.0,270658901
1100105,56,2706590,1,18,1,24,5,1,1,1,15,4,4539,5580.0,270659001
1100105,56,2706591,1,18,1,24,5,1,1,1,15,4,4539,5580.0,270659101
1100105,56,2706592,1,18,2,-9,-9,6,2,1,15,4,,,270659201
1100105,56,2706593,1,18,1,-9,-9,6,1,1,15,4,,,270659301
1100105,56,2706594,1,18,1,30,6,6,2,1,15,4,722Z,8680.0,270659401
1100105,56,2706595,1,22,1,30,6,6,6,1,15,4,6213ZM,8080.0,270659501
1100105,56,2706596,1,18,2,-9,-9,6,2,1,15,4,,,270659601
1100105,56,2706597,1,18,1,24,5,1,1,1,15,4,4539,5580.0,270659701
1100105,56,2706598,1,20,1,-9,-9,6,1,1,15,4,,,270659801
1100105,56,2706599,1,24,1,-9,-9,6,6,1,15,4,44511,4971.0,270659901
1100105,56,2706600,1,21,2,-9,-9,6,2,1,15,4,622M,8191.0,270660001
1100105,56,2706601,1,21,2,15,1,1,2,1,15,4,713Z,8590.0,270660101
1100105,56,2706602,1,20,1,-9,-9,6,1,1,15,4,,,270660201
1100105,56,2706603,1,19,1,35,6,6,1,1,15,4,713Z,8590.0,270660301
1100105,56,2706604,1,20,1,12,4,1,6,1,15,4,611M1,7870.0,270660401
1100105,56,2706605,1,18,2,15,6,1,2,1,15,4,611M1,7870.0,270660501
1100105,56,2706606,1,21,2,20,6,6,2,1,15,4,6231,8270.0,270660601
1100105,56,2706607,1,22,2,20,4,1,2,1,15,4,611M1,7870.0,270660701
1100105,56,2706608,1,24,1,20,4,1,6,1,15,4,611M1,7870.0,270660801
1100105,56,2706609,1,19,2,33,6,6,1,1,15,4,713Z,8590.0,270660901
1100105,56,2706610,1,20,1,6,4,1,2,1,15,4,6242,8380.0,270661001
1100105,56,2706611,1,20,2,10,4,1,2,1,15,4,611M1,7870.0,270661101
1100105,56,2706612,1,20,2,32,4,6,2,1,15,4,611M3,7890.0,270661201
1100105,56,2706613,1,20,2,8,4,1,6,1,15,4,611M1,7870.0,270661301
1100105,56,2706614,1,18,2,20,1,1,2,1,15,4,722Z,8680.0,270661401
1100105,56,2706615,1,20,1,40,4,6,1,1,15,4,9211MP,9370.0,270661501
1100105,56,2706616,1,21,2,12,2,1,1,1,15,4,51912,6770.0,270661601
1100105,56,2706617,1,20,2,50,6,3,2,1,15,4,721M,8670.0,270661701
1100105,56,2706618,1,32,2,-9,-9,6,6,1,16,4,,,270661801
1100105,56,2706619,1,18,1,8,6,6,2,1,15,4,713Z,8590.0,270661901
1100105,56,2706620,1,19,2,15,4,6,2,1,15,4,45121,5370.0,270662001
1100105,56,2706621,1,20,1,15,3,1,1,1,15,4,5615,7670.0,270662101
1100105,56,2706622,1,19,1,45,6,6,1,1,15,4,721M,8670.0,270662201
1100105,56,2706623,1,17,2,-9,-9,6,6,1,15,4,,,270662301
1100105,56,2706624,1,19,1,8,6,1,2,1,15,4,611M1,7870.0,270662401
1100105,56,2706625,1,20,1,19,6,6,1,1,15,4,8139Z,9190.0,270662501
1100105,56,2706626,1,19,1,40,6,6,1,3,15,4,517Z,6690.0,270662601
1100105,56,2706627,1,23,2,10,3,1,9,1,16,4,5418,7470.0,270662701
1100105,56,2706628,1,21,2,20,1,1,2,1,15,4,722Z,8680.0,270662801
1100105,56,2706629,1,18,2,-9,-9,6,1,1,15,4,6244,8470.0,270662901
1100105,56,2706630,1,21,1,26,3,1,1,1,15,4,712,8570.0,270663001
1100105,56,2706631,1,22,2,-9,-9,6,2,1,15,4,6111,7860.0,270663101
1100105,56,2706632,1,18,2,-9,-9,6,2,1,15,4,,,270663201
1100105,56,2706633,1,24,1,25,5,6,1,1,16,4,92M2,9570.0,270663301
1100105,56,2706634,1,22,2,30,6,6,1,1,15,4,5111Z,6480.0,270663401
1100105,56,2706635,1,21,1,20,4,1,8,24,15,4,5415,7380.0,270663501
1100105,56,2706636,1,21,1,45,5,6,1,1,15,4,5419Z,7490.0,270663601
1100105,56,2706637,1,21,2,25,1,1,2,1,15,4,722Z,8680.0,270663701
1100105,56,2706638,1,18,1,-9,-9,6,6,1,15,4,,,270663801
1100105,56,2706639,1,19,2,99,6,6,1,1,15,4,721M,8670.0,270663901
1100105,56,2706640,1,18,1,50,6,3,2,1,15,4,5614,7590.0,270664001
1100105,56,2706641,1,23,2,10,3,1,9,1,16,4,5418,7470.0,270664101
1100105,56,2706642,1,20,2,30,6,6,1,1,15,4,722Z,8680.0,270664201
1100105,56,2706643,1,20,2,-9,-9,6,6,1,15,4,,,270664301
1100105,56,2706644,1,20,2,-9,-9,6,1,1,15,4,,,270664401
1100105,56,2706645,1,25,2,20,3,1,1,1,16,4,611M1,7870.0,270664501
1100105,56,2706646,1,19,2,24,6,1,1,1,15,4,611M3,7890.0,270664601
1100105,56,2706647,1,19,2,30,5,6,1,1,15,4,713Z,8590.0,270664701
1100105,56,2706648,1,24,1,20,4,1,6,1,15,4,611M1,7870.0,270664801
1100105,56,2706649,1,19,2,10,1,2,1,1,15,4,814,9290.0,270664901
1100105,56,2706650,1,23,2,-9,-9,6,8,11,16,4,,,270665001
1100105,56,2706651,1,22,1,24,6,6,2,1,15,4,4481,5170.0,270665101
1100105,56,2706652,1,19,2,-9,-9,6,6,1,15,4,,,270665201
1100105,56,2706653,1,18,1,3,6,3,9,1,15,4,5411,7270.0,270665301
1100105,56,2706654,1,19,1,-9,-9,6,1,1,15,4,,,270665401
1100105,56,2706655,1,18,2,45,6,6,1,1,15,4,814,9290.0,270665501
1100105,56,2706656,1,21,2,36,6,6,1,1,15,4,622M,8191.0,270665601
1100105,56,2706657,1,19,2,-9,-9,6,1,24,15,4,,,270665701
