MAZ,TAZ,hs,hs_sf,hs_mf,hs_mh,hh,hh_sf,hh_mf,hh_mh,gq_civ,gq_mil,i1,i2,i3,i4,i5,i6,i7,i8,i9,i10,hhs,pop,hhp,emp_ag,emp_const_non_bldg_prod,emp_const_non_bldg_office,emp_utilities_prod,emp_utilities_office,emp_const_bldg_prod,emp_const_bldg_office,emp_mfg_prod,emp_mfg_office,emp_whsle_whs,emp_trans,emp_retail,emp_prof_bus_svcs,emp_prof_bus_svcs_bldg_maint,emp_pvt_ed_k12,emp_pvt_ed_post_k12_oth,emp_health,emp_personal_svcs_office,emp_amusement,emp_hotel,emp_restaurant_bar,emp_personal_svcs_retail,emp_religious,emp_pvt_hh,emp_state_local_gov_ent,emp_fed_non_mil,emp_fed_mil,emp_state_local_gov_blue,emp_state_local_gov_white,emp_public_ed,emp_own_occ_dwell_mgmt,emp_fed_gov_accts,emp_st_lcl_gov_accts,emp_cap_accts,emp_total,enrollgradekto8,enrollgrade9to12,collegeenroll,othercollegeenroll,adultschenrl,ech_dist,hch_dist,pseudomsa,parkarea,hstallsoth,hstallssam,hparkcost,numfreehrs,dstallsoth,dstallssam,dparkcost,mstallsoth,mstallssam,mparkcost,zip09,parkactive,openspaceparkpreserve,beachactive,budgetroom,economyroom,luxuryroom,midpriceroom,upscaleroom,hotelroomtotal,luz_id,truckregiontype,district27,milestocoast,acres,effective_acres,land_acres,MicroAccessTime,remoteAVParking,refueling_stations,totint,duden,empden,popden,retempden,totintbin,empdenbin,dudenbin,PopEmpDenPerMi,poe_id,original_MAZ,external_TAZ,external_MAZ,colonia_pop_accessibility,std_wait_1,std_wait_2,std_wait_3,std_wait_4,std_wait_5,std_wait_6,std_wait_7,std_wait_8,std_wait_9,std_wait_10,std_wait_11,std_wait_12,std_wait_13,std_wait_14,std_wait_15,std_wait_16,std_wait_17,std_wait_18,std_wait_19,std_wait_20,std_wait_21,std_wait_22,std_wait_23,std_wait_24,std_wait_25,std_wait_26,std_wait_27,std_wait_28,std_wait_29,std_wait_30,std_wait_31,std_wait_32,std_wait_33,std_wait_34,std_wait_35,std_wait_36,std_wait_37,std_wait_38,std_wait_39,std_wait_40,std_wait_41,std_wait_42,std_wait_43,std_wait_44,std_wait_45,std_wait_46,std_wait_47,std_wait_48,sentri_wait_1,sentri_wait_2,sentri_wait_3,sentri_wait_4,sentri_wait_5,sentri_wait_6,sentri_wait_7,sentri_wait_8,sentri_wait_9,sentri_wait_10,sentri_wait_11,sentri_wait_12,sentri_wait_13,sentri_wait_14,sentri_wait_15,sentri_wait_16,sentri_wait_17,sentri_wait_18,sentri_wait_19,sentri_wait_20,sentri_wait_21,sentri_wait_22,sentri_wait_23,sentri_wait_24,sentri_wait_25,sentri_wait_26,sentri_wait_27,sentri_wait_28,sentri_wait_29,sentri_wait_30,sentri_wait_31,sentri_wait_32,sentri_wait_33,sentri_wait_34,sentri_wait_35,sentri_wait_36,sentri_wait_37,sentri_wait_38,sentri_wait_39,sentri_wait_40,sentri_wait_41,sentri_wait_42,sentri_wait_43,sentri_wait_44,sentri_wait_45,sentri_wait_46,sentri_wait_47,sentri_wait_48,ped_wait_1,ped_wait_2,ped_wait_3,ped_wait_4,ped_wait_5,ped_wait_6,ped_wait_7,ped_wait_8,ped_wait_9,ped_wait_10,ped_wait_11,ped_wait_12,ped_wait_13,ped_wait_14,ped_wait_15,ped_wait_16,ped_wait_17,ped_wait_18,ped_wait_19,ped_wait_20,ped_wait_21,ped_wait_22,ped_wait_23,ped_wait_24,ped_wait_25,ped_wait_26,ped_wait_27,ped_wait_28,ped_wait_29,ped_wait_30,ped_wait_31,ped_wait_32,ped_wait_33,ped_wait_34,ped_wait_35,ped_wait_36,ped_wait_37,ped_wait_38,ped_wait_39,ped_wait_40,ped_wait_41,ped_wait_42,ped_wait_43,ped_wait_44,ped_wait_45,ped_wait_46,ped_wait_47,ped_wait_48,ready_wait_1,ready_wait_2,ready_wait_3,ready_wait_4,ready_wait_5,ready_wait_6,ready_wait_7,ready_wait_8,ready_wait_9,ready_wait_10,ready_wait_11,ready_wait_12,ready_wait_13,ready_wait_14,ready_wait_15,ready_wait_16,ready_wait_17,ready_wait_18,ready_wait_19,ready_wait_20,ready_wait_21,ready_wait_22,ready_wait_23,ready_wait_24,ready_wait_25,ready_wait_26,ready_wait_27,ready_wait_28,ready_wait_29,ready_wait_30,ready_wait_31,ready_wait_32,ready_wait_33,ready_wait_34,ready_wait_35,ready_wait_36,ready_wait_37,ready_wait_38,ready_wait_39,ready_wait_40,ready_wait_41,ready_wait_42,ready_wait_43,ready_wait_44,ready_wait_45,ready_wait_46,ready_wait_47,ready_wait_48
100941,3460,91,91,0,0,91,91,0,0,26,0,8,14,14,15,12,9,7,5,4,3,2.758,277,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,432801,432801,2,4,0,0,0,0,0,0,0,0,0,0,92105,0.0,0.0,0.0,0,0,0,0,0,0,87,1,9,7.6519,18.595,18.595,18.595,120,0,0,25.0,3.006,0.6995,9.0135,0.0,1,1,1,6216.2955,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100942,3548,93,93,0,0,91,91,0,0,17,0,4,18,19,17,8,8,6,7,1,3,2.549,249,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,432801,432801,2,4,0,0,0,0,0,0,0,0,0,0,92115,0.0,0.0,0.0,0,0,0,0,0,0,87,1,9,8.131,17.4538,17.4538,17.4538,120,0,0,71.0,4.3114,4.036,12.3543,3.5081,1,1,1,10489.8147,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100943,3574,87,44,43,0,86,44,42,0,0,0,10,6,12,21,11,6,8,5,4,3,3.174,273,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,432801,432801,2,4,0,0,0,0,0,0,0,0,0,0,92115,0.0,0.0,0.0,0,0,0,0,0,0,87,1,9,8.3052,9.6563,9.6563,9.6563,120,0,0,61.0,3.8934,4.0705,11.171,3.4253,1,1,1,9754.5857,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100944,3548,102,98,4,0,100,96,4,0,0,0,10,17,15,22,15,10,4,4,0,3,2.82,282,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,432801,432801,2,4,0,0,0,0,0,0,0,0,0,0,92115,0.0,0.0,0.0,0,0,0,0,0,0,87,1,9,7.7966,18.9086,18.9086,18.9086,120,0,0,37.0,3.2946,0.599,9.6395,0.0,1,1,1,6552.6541,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100945,3548,103,103,0,0,102,102,0,0,0,0,8,18,18,16,14,10,8,6,1,3,2.716,277,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,432801,432801,2,4,0,0,0,0,0,0,0,0,0,0,92115,0.0,0.0,0.0,0,0,0,0,0,0,87,1,9,7.9561,23.4998,23.4998,23.4998,120,0,0,64.0,4.5594,3.0384,13.0306,2.4203,1,1,1,10284.1736,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100946,3574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,24,0,0,0,11,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,415101,423101,2,4,0,0,0,0,0,0,0,0,0,0,92115,0.0,0.0,0.0,0,0,0,0,0,0,87,1,9,8.3231,14.504,14.504,14.504,120,0,0,84.0,3.2764,3.8735,9.0641,2.9277,2,1,1,8280.0373,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100947,3574,194,43,151,0,167,41,126,0,0,0,13,27,24,34,22,16,13,9,3,6,2.826,472,472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,415101,423101,2,4,0,0,0,0,0,0,0,0,0,0,92115,0.0,0.0,0.0,0,0,0,0,0,0,87,1,9,8.1569,23.6718,23.6718,23.6718,120,0,0,59.0,2.4216,3.6834,6.8581,3.0036,1,1,1,6746.6057,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100948,3574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,366,0,0,0,0,11,3,0,0,57,6,0,0,0,0,0,0,0,0,0,0,0,0,443,0,0,0,0,0,415101,423101,2,4,0,0,0,0,0,0,0,0,0,0,92115,0.0,0.0,0.0,0,0,0,0,0,0,87,1,9,8.3355,13.8734,13.8734,13.8734,120,0,0,92.0,3.803,7.9371,10.4263,4.2137,2,1,1,11752.556,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100949,3574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,490,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,518,0,0,0,0,0,415101,423101,2,4,0,0,0,0,0,0,0,0,0,0,92115,0.0,0.0,0.0,0,0,0,0,0,0,87,1,9,8.1475,25.5791,25.5791,25.5791,120,0,0,52.0,2.3904,3.9374,6.7029,3.2853,1,1,1,6809.7976,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100950,3574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,3,67,0,25,6,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,415101,423101,2,4,0,0,0,0,0,0,0,0,0,0,92115,0.0,0.0,0.0,0,0,0,0,0,0,87,1,9,8.0208,3.5556,3.5556,3.5556,120,0,0,33.0,2.3386,3.9633,7.2188,3.3663,1,1,1,7156.5514,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100951,3670,114,114,0,0,113,113,0,0,0,0,8,34,8,12,12,28,6,1,1,3,3.451,390,390,0,0,0,0,0,0,0,0,0,0,0,0,38,2,0,0,12,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,432801,432801,2,4,0,0,0,0,0,0,0,0,0,0,92105,0.0,0.0,0.0,0,0,0,0,0,0,87,1,9,6.7348,17.3609,17.3609,17.3609,120,0,0,93.0,4.5865,1.1415,14.4653,0.0784,2,1,1,9988.3697,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100952,3715,50,50,0,0,49,49,0,0,0,0,2,6,12,8,12,5,2,1,1,0,3.367,165,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,432801,432801,2,4,0,0,0,0,0,0,0,0,0,0,92105,0.0,0.0,0.0,0,0,0,0,0,0,87,1,9,6.3197,17.4981,17.4981,17.4981,120,0,0,37.0,4.8125,0.8066,15.1423,0.0,1,1,1,10207.2954,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100953,3729,78,78,0,0,78,78,0,0,0,0,7,19,7,15,8,13,7,0,1,1,3.051,238,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,36,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,74,529,0,0,0,0,432801,432801,2,4,0,0,0,0,0,0,0,0,0,0,92105,3.4889,0.0,0.0,0,0,0,0,0,0,87,1,9,6.6306,33.0862,33.0862,33.0862,120,0,0,102.0,4.4315,1.043,13.489,0.0592,2,1,1,9300.5004,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100954,3729,122,122,0,0,120,120,0,0,0,0,14,39,16,14,12,18,4,1,1,1,3.308,397,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,432801,432801,2,4,0,0,0,0,0,0,0,0,0,0,92105,0.0,0.0,0.0,0,0,0,0,0,0,87,1,9,6.5476,23.6872,23.6872,23.6872,120,0,0,98.0,3.7707,1.2069,10.8978,0.2702,2,1,1,7747.0037,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100955,3715,98,98,0,0,97,97,0,0,0,0,3,27,11,11,15,21,6,0,1,2,3.351,325,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,432801,432801,2,4,0,0,0,0,0,0,0,0,0,0,92105,0.0,3.6273,0.0,0,0,0,0,0,0,87,1,9,6.2906,39.8143,36.187,39.8143,120,0,0,48.0,3.1965,0.776,9.2761,0.149,1,1,1,6433.3136,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100956,3729,121,121,0,0,119,119,0,0,0,0,14,26,19,15,15,16,8,2,1,3,2.689,320,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,432801,432801,2,4,0,0,0,0,0,0,0,0,0,0,92105,0.0,0.0,0.0,0,0,0,0,0,0,87,1,9,6.3825,30.4241,30.4241,30.4241,120,0,0,94.0,3.2013,4.5485,8.9841,1.4905,2,1,1,8660.9078,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100957,3729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,2,0,0,0,10,2,0,0,0,0,34,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,432801,432801,2,4,0,0,0,0,0,0,0,0,0,0,92105,0.0,0.0,0.0,0,0,0,0,0,0,87,1,9,6.1967,6.1792,6.1792,6.1792,120,0,1,95.0,3.331,4.5627,9.1032,1.5348,2,1,1,8746.2256,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100958,3670,26,26,0,0,26,26,0,0,0,0,0,5,6,2,5,6,1,1,0,0,2.808,73,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432801,432801,2,4,0,0,0,0,0,0,0,0,0,0,92105,0.0,0.0,0.0,0,0,0,0,0,0,87,1,9,6.5889,4.1274,4.1274,4.1274,120,0,0,57.0,4.5805,1.0578,14.5399,0.0499,1,1,1,9982.5687,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100959,3715,29,29,0,0,29,29,0,0,0,0,1,12,2,2,0,5,5,1,1,0,3.207,93,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432801,432801,2,4,0,0,0,0,0,0,0,0,0,0,92105,0.0,0.0,0.0,0,0,0,0,0,0,87,1,9,6.5296,7.219,7.219,7.219,120,0,0,37.0,4.8125,0.8066,15.1423,0.0,1,1,1,10207.2954,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100960,3598,123,123,0,0,122,122,0,0,0,0,8,37,17,13,16,14,10,2,1,4,3.123,381,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,432801,432801,2,4,0,0,0,0,0,0,0,0,0,0,92105,0.0,0.0,0.0,0,0,0,0,0,0,87,1,9,7.062,29.3649,29.3649,29.3649,120,0,0,53.0,4.5269,1.4311,14.5109,0.1147,1,1,1,10202.8762,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100961,3598,135,135,0,0,135,135,0,0,0,0,13,29,19,20,23,18,10,0,2,1,3.185,430,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,432801,432801,2,4,0,0,0,0,0,0,0,0,0,0,92105,0.0,0.0,0.0,0,0,0,0,0,0,87,1,9,6.8957,28.28,28.28,28.28,120,0,0,73.0,4.6837,1.3235,14.9153,0.0926,1,1,1,10392.832,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100962,3670,46,46,0,0,45,45,0,0,0,0,4,9,2,2,13,11,3,1,0,0,2.822,127,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,432801,432801,2,4,0,0,0,0,0,0,0,0,0,0,92105,0.0,3.6425,0.0,0,0,0,0,0,0,87,1,9,6.6668,15.4034,11.761,15.4034,120,0,0,76.0,4.5881,1.0683,14.3704,0.2043,1,1,1,9880.78,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100963,3670,247,155,92,0,242,151,91,0,0,0,19,58,29,32,30,46,16,6,1,5,3.165,766,766,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,15,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,432801,432801,2,4,0,0,0,0,0,0,0,0,0,0,92105,0.0,0.0,0.0,0,0,0,0,0,0,87,1,9,6.7457,33.3608,33.3608,33.3608,120,0,0,79.0,4.3553,1.1409,13.8476,0.0815,1,1,1,9592.6073,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100964,3715,80,80,0,0,78,78,0,0,2,0,8,20,10,7,14,11,4,2,1,1,3.423,269,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,432801,432801,2,4,0,0,0,0,0,0,0,0,0,0,92105,0.0,3.8585,0.0,0,0,0,0,0,0,87,1,9,6.4386,11.7552,7.8967,11.7552,120,0,0,60.0,4.5846,1.0147,14.5871,0.0465,1,1,1,9985.1067,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100965,3715,27,27,0,0,27,27,0,0,0,0,1,12,3,1,3,6,1,0,0,0,3.185,86,86,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,432801,432801,2,4,0,0,0,0,0,0,0,0,0,0,92105,0.0,0.0,0.0,0,0,0,0,0,0,87,1,9,6.3956,5.9517,5.9517,5.9517,120,0,0,37.0,4.8125,0.8066,15.1423,0.0,1,1,1,10207.2954,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
