PERID,household_id,age,RELATE,ESR,GRADE,PNUM,PAUG,DDP,sex,WEEKS,HOURS,MSP,POVERTY,EARNS,pagecat,pemploy,pstudent,ptype,padkid
5388224,2223258,37,1,1,0,1,0,0,1,48,65,6,501,100000,6,1,3,1,2
5388225,2223258,32,18,1,0,2,0,0,2,40,40,6,501,140000,5,1,3,1,2
5388232,2223262,47,1,1,0,1,0,0,1,52,55,1,501,70000,6,1,3,1,2
5388233,2223262,48,2,1,0,2,0,0,2,52,38,1,501,64000,6,1,3,1,2
5388234,2223263,22,1,1,6,1,0,0,1,52,40,6,501,96000,4,1,2,1,2
5388235,2223263,20,18,1,6,2,0,0,1,50,30,6,191,16500,4,2,2,3,2
5388236,2223264,61,1,1,0,1,0,0,1,50,40,6,501,100000,7,1,3,1,2
5388237,2223264,43,21,1,0,2,0,0,1,52,40,6,501,63000,6,1,3,1,2
5388244,2223268,41,1,1,0,1,0,0,2,48,40,6,439,32000,6,1,3,1,2
5388245,2223268,47,18,1,0,2,0,0,1,48,40,6,501,78000,6,1,3,1,2
5388246,2223269,34,1,1,0,1,0,0,1,52,50,1,501,50000,5,1,3,1,2
5388247,2223269,33,2,1,0,2,0,0,2,42,50,1,501,45000,5,1,3,1,2
5388248,2223270,32,1,1,0,1,0,0,1,52,40,6,501,115000,5,1,3,1,2
5388249,2223270,30,19,1,0,2,0,0,1,51,40,6,501,60000,5,1,3,1,2
5388272,2223282,47,1,1,0,1,0,0,1,52,55,1,501,70000,6,1,3,1,2
5388273,2223282,48,2,1,0,2,0,0,2,52,38,1,501,64000,6,1,3,1,2
5388276,2223284,61,1,1,0,1,0,0,1,50,40,6,501,100000,7,1,3,1,2
5388277,2223284,43,21,1,0,2,0,0,1,52,40,6,501,63000,6,1,3,1,2
5388356,2223324,35,1,1,7,1,0,0,2,50,50,6,501,120000,6,1,2,1,2
5388357,2223324,33,19,1,0,2,0,0,1,20,55,6,501,325000,5,2,3,2,2
5388358,2223325,39,1,1,0,1,0,0,1,52,70,6,501,160000,6,1,3,1,2
5388359,2223325,36,19,1,0,2,0,0,2,49,50,6,501,96000,6,1,3,1,2
5388380,2223336,35,1,1,0,1,0,0,1,45,30,6,501,60000,6,2,3,2,2
5388381,2223336,23,16,1,0,2,0,0,1,0,0,6,501,0,4,1,3,1,1
5388382,2223337,58,1,1,0,1,0,0,1,52,40,1,501,75000,7,1,3,1,2
5388383,2223337,53,2,1,0,2,0,0,2,52,40,1,501,82000,7,1,3,1,2
5388406,2223349,34,1,1,0,1,0,0,1,52,50,1,501,50000,5,1,3,1,2
5388407,2223349,33,2,1,0,2,0,0,2,42,50,1,501,45000,5,1,3,1,2
5388434,2223363,28,1,1,0,1,0,0,2,52,65,1,501,80000,5,1,3,1,2
5388435,2223363,29,2,1,0,2,0,0,1,52,60,1,501,60100,5,1,3,1,2
5388444,2223368,37,1,1,0,1,0,0,1,48,65,6,501,100000,6,1,3,1,2
5388445,2223368,32,18,1,0,2,0,0,2,40,40,6,501,140000,5,1,3,1,2
5388446,2223369,29,1,1,7,1,0,0,1,52,45,6,501,89000,5,1,2,1,2
5388447,2223369,36,18,1,0,2,0,0,1,52,65,4,501,325000,6,1,3,1,2
5388456,2223374,36,1,1,0,1,0,0,2,52,50,1,501,37500,6,1,3,1,2
5388457,2223374,35,2,1,0,2,0,0,1,0,0,1,501,0,6,1,3,1,2
5388466,2223379,47,1,1,7,1,0,0,2,52,40,6,501,53000,6,1,2,1,2
5388467,2223379,25,17,1,0,2,0,0,2,48,80,6,501,55000,5,1,3,1,2
5388494,2223393,25,1,1,0,1,0,0,2,52,40,1,501,45000,5,1,3,1,2
5388495,2223393,42,2,1,0,2,0,0,1,52,55,1,501,80000,6,1,3,1,2
5388498,2223395,35,1,1,0,1,0,0,2,52,50,6,501,120000,6,1,3,1,2
5388499,2223395,38,19,1,0,2,0,0,1,52,55,6,501,100000,6,1,3,1,2
5388500,2223396,35,1,1,0,1,0,0,1,45,30,6,501,60000,6,2,3,2,2
5388501,2223396,23,16,1,0,2,0,0,1,0,0,6,501,0,4,1,3,1,1
5388526,2223409,48,1,1,0,1,0,0,2,52,40,1,501,96000,6,1,3,1,2
5388527,2223409,44,2,1,6,2,0,0,1,26,40,1,501,10000,6,2,2,3,2
5388582,2223437,27,1,1,0,1,0,0,2,50,50,6,501,110000,5,1,3,1,2
5388583,2223437,29,18,1,0,2,0,0,2,52,12,6,501,325000,5,2,3,2,2
5388594,2223443,38,1,1,0,1,0,0,1,52,50,1,501,110000,6,1,3,1,2
5388595,2223443,27,2,1,0,2,0,0,2,40,45,1,501,31000,5,1,3,1,2
5388624,2223458,36,1,1,0,1,0,0,2,52,50,1,501,37500,6,1,3,1,2
5388625,2223458,35,2,1,0,2,0,0,1,0,0,1,501,0,6,1,3,1,2
5388628,2223460,34,1,1,0,1,0,0,1,52,50,1,501,165000,5,1,3,1,2
5388629,2223460,32,2,1,0,2,0,0,2,52,40,1,501,28000,5,1,3,1,2
5388652,2223472,37,1,1,0,1,0,0,1,48,65,6,501,100000,6,1,3,1,2
5388653,2223472,32,18,1,0,2,0,0,2,40,40,6,501,140000,5,1,3,1,2
5388654,2223473,29,1,1,7,1,0,0,1,52,45,6,501,89000,5,1,2,1,2
5388655,2223473,36,18,1,0,2,0,0,1,52,65,4,501,325000,6,1,3,1,2
5388666,2223479,39,1,1,0,1,0,0,1,52,70,6,501,160000,6,1,3,1,2
5388667,2223479,36,19,1,0,2,0,0,2,49,50,6,501,96000,6,1,3,1,2
5388668,2223480,47,1,1,0,1,0,0,1,52,60,6,501,36000,6,1,3,1,2
5388669,2223480,39,19,1,0,2,0,0,2,48,40,4,501,94000,6,1,3,1,2
5388674,2223483,43,1,1,0,1,0,0,1,48,40,6,501,70000,6,1,3,1,2
5388675,2223483,44,16,1,0,2,0,0,1,48,40,6,501,90000,6,1,3,1,2
5388724,2223508,31,1,1,0,1,0,0,2,52,60,1,501,120000,5,1,3,1,2
5388725,2223508,33,2,1,0,2,0,0,1,51,50,1,501,65000,5,1,3,1,2
5388732,2223512,39,1,1,0,1,0,0,1,52,60,6,501,160000,6,1,3,1,2
5388733,2223512,36,18,1,0,2,0,0,2,50,45,6,501,72000,6,1,3,1,2
5388762,2223527,35,1,1,0,1,0,0,1,49,60,1,501,70000,6,1,3,1,2
5388763,2223527,36,2,1,0,2,0,0,2,47,60,1,501,60000,6,1,3,1,2
5388768,2223530,38,1,1,0,1,0,0,1,52,50,1,501,110000,6,1,3,1,2
5388769,2223530,27,2,1,0,2,0,0,2,40,45,1,501,31000,5,1,3,1,2
5388776,2223534,27,1,1,0,1,0,0,2,50,50,6,501,110000,5,1,3,1,2
5388777,2223534,29,18,1,0,2,0,0,2,52,12,6,501,325000,5,2,3,2,2
5388794,2223543,47,1,1,0,1,0,0,1,52,55,1,501,70000,6,1,3,1,2
5388795,2223543,48,2,1,0,2,0,0,2,52,38,1,501,64000,6,1,3,1,2
5388818,2223555,33,1,1,0,1,0,0,1,52,50,6,501,120000,5,1,3,1,2
5388819,2223555,35,19,1,0,2,0,0,1,52,30,6,501,53000,6,2,3,2,2
5388832,2223562,28,1,1,0,1,0,0,1,52,40,6,501,100000,5,1,3,1,2
5388833,2223562,30,19,1,0,2,0,0,2,0,0,6,161,0,5,1,3,1,2
5388994,2223643,45,1,1,0,1,0,0,2,52,40,6,501,80000,6,1,3,1,2
5388995,2223643,45,19,1,0,2,0,0,2,52,45,4,350,30300,6,1,3,1,2
5389018,2223655,33,1,1,0,1,0,0,1,52,50,6,501,120000,5,1,3,1,2
5389019,2223655,35,19,1,0,2,0,0,1,52,30,6,501,53000,6,2,3,2,2
5389064,2223678,50,1,1,0,1,0,0,2,52,50,6,501,94000,7,1,3,1,2
5389065,2223678,53,19,1,0,2,0,0,2,40,32,6,397,34000,7,2,3,2,2
5389124,2223708,59,1,1,0,1,0,0,1,52,48,1,501,19800,7,1,3,1,2
5389125,2223708,68,2,1,0,2,0,0,2,12,35,1,501,13100,8,2,3,2,2
5389178,2223735,47,1,1,7,1,0,0,2,52,40,6,501,53000,6,1,2,1,2
5389179,2223735,25,17,1,0,2,0,0,2,48,80,6,501,55000,5,1,3,1,2
5389226,2223759,28,1,1,0,1,0,0,2,52,65,1,501,80000,5,1,3,1,2
5389227,2223759,29,2,1,0,2,0,0,1,52,60,1,501,60100,5,1,3,1,2
5389258,2223775,33,1,1,0,1,0,0,1,52,50,6,501,120000,5,1,3,1,2
5389259,2223775,35,19,1,0,2,0,0,1,52,30,6,501,53000,6,2,3,2,2
5389288,2223790,40,1,1,6,1,0,0,1,52,60,6,501,80000,6,1,2,1,2
5389289,2223790,32,17,1,6,2,0,0,1,52,40,6,501,70000,5,1,2,1,2
5389340,2223816,37,1,1,6,1,0,0,1,52,40,6,501,100000,6,1,2,1,2
5389341,2223816,38,6,1,6,2,0,0,1,52,40,6,501,100000,6,1,2,1,2
5389342,2223817,29,1,1,0,1,0,0,2,52,50,1,501,325000,5,1,3,1,2
5389343,2223817,29,2,1,0,2,0,0,1,52,57,1,501,95000,5,1,3,1,2
5389366,2223829,31,1,1,0,1,0,0,1,52,48,6,501,80000,5,1,3,1,2
5389367,2223829,39,19,1,0,2,0,0,1,52,50,6,347,30000,6,1,3,1,2
5389382,2223837,29,1,1,0,1,0,0,1,52,48,6,501,168000,5,1,3,1,2
5389383,2223837,30,16,1,0,2,0,0,1,52,50,6,501,36000,5,1,3,1,2
5389386,2223839,25,1,1,0,1,0,0,2,52,40,1,501,45000,5,1,3,1,2
5389387,2223839,42,2,1,0,2,0,0,1,52,55,1,501,80000,6,1,3,1,2
5389470,2223881,48,1,1,0,1,0,0,2,52,40,1,501,96000,6,1,3,1,2
5389471,2223881,44,2,1,6,2,0,0,1,26,40,1,501,10000,6,2,2,3,2
5389486,2223889,31,1,1,0,1,0,0,1,52,48,6,501,80000,5,1,3,1,2
5389487,2223889,39,19,1,0,2,0,0,1,52,50,6,347,30000,6,1,3,1,2
5389500,2223896,32,1,1,0,1,0,0,1,52,40,6,501,115000,5,1,3,1,2
5389501,2223896,30,19,1,0,2,0,0,1,51,40,6,501,60000,5,1,3,1,2
5389512,2223902,35,1,1,0,1,0,0,1,49,60,1,501,70000,6,1,3,1,2
5389513,2223902,36,2,1,0,2,0,0,2,47,60,1,501,60000,6,1,3,1,2
5389570,2223931,38,1,1,0,1,0,0,1,50,40,6,501,110000,6,1,3,1,2
5389571,2223931,37,18,1,0,2,0,0,1,50,40,6,231,20000,6,1,3,1,2
5389578,2223935,29,1,1,7,1,0,0,1,52,45,6,501,89000,5,1,2,1,2
5389579,2223935,36,18,1,0,2,0,0,1,52,65,4,501,325000,6,1,3,1,2
5389624,2223958,49,1,1,0,1,0,0,1,48,52,1,501,100000,6,1,3,1,2
5389625,2223958,39,2,1,0,2,0,0,2,52,50,1,501,33000,6,1,3,1,2
5389640,2223966,35,1,1,0,1,0,0,1,52,60,1,501,100000,6,1,3,1,2
5389641,2223966,31,2,1,0,2,0,0,2,52,60,1,501,100000,5,1,3,1,2
5389672,2223982,26,1,1,0,1,0,0,1,51,40,6,501,50000,5,1,3,1,2
5389673,2223982,27,6,1,0,2,0,0,1,50,40,6,501,56000,5,1,3,1,2
5389682,2223987,37,1,1,6,1,0,0,1,52,40,6,501,100000,6,1,2,1,2
5389683,2223987,38,6,1,6,2,0,0,1,52,40,6,501,100000,6,1,2,1,2
5389684,2223988,29,1,1,0,1,0,0,2,52,50,1,501,325000,5,1,3,1,2
5389685,2223988,29,2,1,0,2,0,0,1,52,57,1,501,95000,5,1,3,1,2
5389690,2223991,57,1,1,0,1,0,0,2,52,40,4,501,59000,7,1,3,1,2
5389691,2223991,57,19,1,0,2,0,0,1,52,40,4,501,70000,7,1,3,1,2
5389718,2224005,41,1,1,0,1,0,0,2,48,40,6,439,32000,6,1,3,1,2
5389719,2224005,47,18,1,0,2,0,0,1,48,40,6,501,78000,6,1,3,1,2
5389724,2224008,32,1,1,0,1,0,0,2,52,60,1,501,130000,5,1,3,1,2
5389725,2224008,33,2,1,0,2,0,0,1,52,60,1,501,100000,5,1,3,1,2
5389746,2224019,59,1,1,0,1,0,0,1,52,48,1,501,19800,7,1,3,1,2
5389747,2224019,68,2,1,0,2,0,0,2,12,35,1,501,13100,8,2,3,2,2
5389790,2224041,40,1,1,6,1,0,0,1,52,60,6,501,80000,6,1,2,1,2
5389791,2224041,32,17,1,6,2,0,0,1,52,40,6,501,70000,5,1,2,1,2
5389794,2224043,35,1,1,0,1,0,0,1,49,60,1,501,70000,6,1,3,1,2
5389795,2224043,36,2,1,0,2,0,0,2,47,60,1,501,60000,6,1,3,1,2
5389844,2224068,32,1,1,0,1,0,0,2,52,60,1,501,130000,5,1,3,1,2
5389845,2224068,33,2,1,0,2,0,0,1,52,60,1,501,100000,5,1,3,1,2
5389866,2224079,59,1,1,0,1,0,0,1,52,48,1,501,19800,7,1,3,1,2
5389867,2224079,68,2,1,0,2,0,0,2,12,35,1,501,13100,8,2,3,2,2
5389872,2224082,39,1,1,0,1,0,0,1,52,70,6,501,160000,6,1,3,1,2
5389873,2224082,36,19,1,0,2,0,0,2,49,50,6,501,96000,6,1,3,1,2
5389880,2224086,33,1,1,0,1,0,0,1,52,50,6,501,120000,5,1,3,1,2
5389881,2224086,35,19,1,0,2,0,0,1,52,30,6,501,53000,6,2,3,2,2
5389894,2224093,35,1,1,0,1,0,0,1,45,30,6,501,60000,6,2,3,2,2
5389895,2224093,23,16,1,0,2,0,0,1,0,0,6,501,0,4,1,3,1,1
5389912,2224102,26,1,1,0,1,0,0,1,51,40,6,501,50000,5,1,3,1,2
5389913,2224102,27,6,1,0,2,0,0,1,50,40,6,501,56000,5,1,3,1,2
5389942,2224117,34,1,1,0,1,0,0,1,52,55,1,501,50000,5,1,3,1,2
5389943,2224117,34,2,1,0,2,0,0,2,52,60,1,501,95000,5,1,3,1,2
5389948,2224120,32,1,1,0,1,0,0,1,49,50,6,501,82000,5,1,3,1,2
5389949,2224120,32,19,1,0,2,0,0,1,49,60,6,501,125000,5,1,3,1,2
5390016,2224154,61,1,1,0,1,0,0,1,52,80,1,501,90000,7,1,3,1,2
5390017,2224154,44,2,1,0,2,0,0,2,52,70,1,501,40000,6,1,3,1,2
5390038,2224165,37,1,1,0,1,0,0,1,48,65,6,501,100000,6,1,3,1,2
5390039,2224165,32,18,1,0,2,0,0,2,40,40,6,501,140000,5,1,3,1,2
5390040,2224166,29,1,1,7,1,0,0,1,52,45,6,501,89000,5,1,2,1,2
5390041,2224166,36,18,1,0,2,0,0,1,52,65,4,501,325000,6,1,3,1,2
5390082,2224187,49,1,1,0,1,0,0,1,52,38,6,501,149000,6,1,3,1,2
5390083,2224187,19,3,1,6,2,0,0,2,50,45,6,501,9200,4,1,2,1,1
5390122,2224207,32,1,1,0,1,0,0,1,52,40,6,501,115000,5,1,3,1,2
5390123,2224207,30,19,1,0,2,0,0,1,51,40,6,501,60000,5,1,3,1,2
5390124,2224208,29,1,1,0,1,0,0,1,52,48,6,501,168000,5,1,3,1,2
5390125,2224208,30,16,1,0,2,0,0,1,52,50,6,501,36000,5,1,3,1,2
5390126,2224209,49,1,1,0,1,0,0,1,48,52,1,501,100000,6,1,3,1,2
5390127,2224209,39,2,1,0,2,0,0,2,52,50,1,501,33000,6,1,3,1,2
5390148,2224220,27,1,1,0,1,0,0,2,50,50,6,501,110000,5,1,3,1,2
5390149,2224220,29,18,1,0,2,0,0,2,52,12,6,501,325000,5,2,3,2,2
5390212,2224252,38,1,1,0,1,0,0,1,50,40,6,501,110000,6,1,3,1,2
5390213,2224252,37,18,1,0,2,0,0,1,50,40,6,231,20000,6,1,3,1,2
5390220,2224256,43,1,1,0,1,0,0,1,48,40,6,501,70000,6,1,3,1,2
5390221,2224256,44,16,1,0,2,0,0,1,48,40,6,501,90000,6,1,3,1,2
5390240,2224266,33,1,1,0,1,0,0,1,52,50,6,501,120000,5,1,3,1,2
5390241,2224266,35,19,1,0,2,0,0,1,52,30,6,501,53000,6,2,3,2,2
5390248,2224270,25,1,1,0,1,0,0,2,52,40,1,501,45000,5,1,3,1,2
5390249,2224270,42,2,1,0,2,0,0,1,52,55,1,501,80000,6,1,3,1,2
5390260,2224276,38,1,1,0,1,0,0,1,52,50,1,501,110000,6,1,3,1,2
5390261,2224276,27,2,1,0,2,0,0,2,40,45,1,501,31000,5,1,3,1,2
5390276,2224284,29,1,1,0,1,0,0,2,51,50,1,501,51000,5,1,3,1,2
5390277,2224284,30,2,1,0,2,0,0,1,51,50,1,501,88000,5,1,3,1,2
5390288,2224290,28,1,1,0,1,0,0,2,52,65,1,501,80000,5,1,3,1,2
5390289,2224290,29,2,1,0,2,0,0,1,52,60,1,501,60100,5,1,3,1,2
5390298,2224295,46,1,1,0,1,0,0,2,33,48,4,501,103000,6,1,3,1,2
5390299,2224295,25,18,1,0,2,0,0,2,50,40,6,277,24000,5,1,3,1,2
5390308,2224300,32,1,1,0,1,0,0,1,49,50,6,501,82000,5,1,3,1,2
5390309,2224300,32,19,1,0,2,0,0,1,49,60,6,501,125000,5,1,3,1,2
5390362,2224327,32,1,1,0,1,0,0,1,52,40,6,501,115000,5,1,3,1,2
5390363,2224327,30,19,1,0,2,0,0,1,51,40,6,501,60000,5,1,3,1,2
5390380,2224336,38,1,1,0,1,0,0,1,52,50,1,501,110000,6,1,3,1,2
5390381,2224336,27,2,1,0,2,0,0,2,40,45,1,501,31000,5,1,3,1,2
5390394,2224343,35,1,1,0,1,0,0,1,49,60,1,501,70000,6,1,3,1,2
5390395,2224343,36,2,1,0,2,0,0,2,47,60,1,501,60000,6,1,3,1,2
5390408,2224350,28,1,1,0,1,0,0,2,52,65,1,501,80000,5,1,3,1,2
5390409,2224350,29,2,1,0,2,0,0,1,52,60,1,501,60100,5,1,3,1,2
5390432,2224362,43,1,1,0,1,0,0,1,52,40,1,501,100000,6,1,3,1,2
5390433,2224362,51,2,1,0,2,0,0,2,20,40,1,501,1000,7,2,3,2,2
5390476,2224384,58,1,1,0,1,0,0,1,52,40,1,501,75000,7,1,3,1,2
5390477,2224384,53,2,1,0,2,0,0,2,52,40,1,501,82000,7,1,3,1,2
5390498,2224395,31,1,1,0,1,0,0,2,50,40,6,501,27800,5,1,3,1,2
5390499,2224395,30,18,1,0,2,0,0,2,52,45,6,485,42000,5,1,3,1,2
5390508,2224400,27,1,1,0,1,0,0,2,50,50,6,501,110000,5,1,3,1,2
5390509,2224400,29,18,1,0,2,0,0,2,52,12,6,501,325000,5,2,3,2,2
5390542,2224417,34,1,1,0,1,0,0,1,52,55,1,501,50000,5,1,3,1,2
5390543,2224417,34,2,1,0,2,0,0,2,52,60,1,501,95000,5,1,3,1,2
5390556,2224424,30,1,1,0,1,0,0,2,52,60,6,485,42000,5,1,3,1,2
5390557,2224424,37,19,1,0,2,0,0,1,52,60,6,501,65000,6,1,3,1,2
5390566,2224429,47,1,1,0,1,0,0,1,52,55,1,501,70000,6,1,3,1,2
5390567,2224429,48,2,1,0,2,0,0,2,52,38,1,501,64000,6,1,3,1,2
5390650,2224471,57,1,1,0,1,0,0,2,52,40,4,501,59000,7,1,3,1,2
5390651,2224471,57,19,1,0,2,0,0,1,52,40,4,501,70000,7,1,3,1,2
5390664,2224478,39,1,1,0,1,0,0,1,52,60,6,501,160000,6,1,3,1,2
5390665,2224478,36,18,1,0,2,0,0,2,50,45,6,501,72000,6,1,3,1,2
5390726,2224509,49,1,1,0,1,0,0,1,48,52,1,501,100000,6,1,3,1,2
5390727,2224509,39,2,1,0,2,0,0,2,52,50,1,501,33000,6,1,3,1,2
5390730,2224511,35,1,1,0,1,0,0,1,40,60,6,501,150000,6,1,3,1,2
5390731,2224511,39,18,1,0,2,0,0,1,40,60,6,501,150000,6,1,3,1,2
5390768,2224530,28,1,1,0,1,0,0,2,52,65,1,501,80000,5,1,3,1,2
5390769,2224530,29,2,1,0,2,0,0,1,52,60,1,501,60100,5,1,3,1,2
5390774,2224533,28,1,1,0,1,0,0,1,52,40,6,501,100000,5,1,3,1,2
5390775,2224533,30,19,1,0,2,0,0,2,0,0,6,161,0,5,1,3,1,2
5390806,2224549,47,1,1,0,1,0,0,1,52,55,1,501,70000,6,1,3,1,2
5390807,2224549,48,2,1,0,2,0,0,2,52,38,1,501,64000,6,1,3,1,2
5390874,2224583,31,1,1,0,1,0,0,1,52,40,1,501,73000,5,1,3,1,2
5390875,2224583,27,2,1,0,2,0,0,2,52,40,1,501,64000,5,1,3,1,2
5390898,2224595,36,1,1,0,1,0,0,1,52,50,6,501,85000,6,1,3,1,2
5390899,2224595,42,18,1,0,2,0,0,1,52,40,6,501,63000,6,1,3,1,2
5390954,2224623,31,1,1,0,1,0,0,1,46,40,6,501,100000,5,1,3,1,2
5390955,2224623,49,18,1,0,2,0,0,1,52,42,4,312,27000,6,1,3,1,2
5390966,2224629,27,1,1,0,1,0,0,1,52,50,6,501,325000,5,1,3,1,2
5390967,2224629,26,18,1,0,2,0,0,1,52,60,6,501,60000,5,1,3,1,2
5390980,2224636,32,1,1,0,1,0,0,1,52,45,1,501,63000,5,1,3,1,2
5390981,2224636,29,2,1,0,2,0,0,2,52,60,1,501,60000,5,1,3,1,2
5390986,2224639,31,1,1,0,1,0,0,1,46,40,6,501,100000,5,1,3,1,2
5390987,2224639,49,18,1,0,2,0,0,1,52,42,4,312,27000,6,1,3,1,2
5391002,2224647,31,1,1,0,1,0,0,1,52,40,1,501,73000,5,1,3,1,2
5391003,2224647,27,2,1,0,2,0,0,2,52,40,1,501,64000,5,1,3,1,2
5391016,2224654,47,1,1,0,1,0,0,1,52,60,1,501,78000,6,1,3,1,2
5391017,2224654,45,2,1,0,2,0,0,2,52,50,1,501,55000,6,1,3,1,2
5391018,2224655,31,1,1,0,1,0,0,1,46,40,6,501,100000,5,1,3,1,2
5391019,2224655,49,18,1,0,2,0,0,1,52,42,4,312,27000,6,1,3,1,2
5391026,2224659,36,1,1,0,1,0,0,1,52,50,6,501,85000,6,1,3,1,2
5391027,2224659,42,18,1,0,2,0,0,1,52,40,6,501,63000,6,1,3,1,2
5391054,2224673,26,1,1,7,1,0,0,2,52,50,1,501,45000,5,1,2,1,2
5391055,2224673,25,2,1,7,2,0,0,1,46,40,1,501,85000,5,1,2,1,2
5391076,2224684,32,1,1,0,1,0,0,1,52,45,1,501,63000,5,1,3,1,2
5391077,2224684,29,2,1,0,2,0,0,2,52,60,1,501,60000,5,1,3,1,2
5391080,2224686,47,1,1,0,1,0,0,1,52,60,1,501,78000,6,1,3,1,2
5391081,2224686,45,2,1,0,2,0,0,2,52,50,1,501,55000,6,1,3,1,2
5391082,2224687,31,1,1,0,1,0,0,1,46,40,6,501,100000,5,1,3,1,2
5391083,2224687,49,18,1,0,2,0,0,1,52,42,4,312,27000,6,1,3,1,2
5391090,2224691,36,1,1,0,1,0,0,1,52,50,6,501,85000,6,1,3,1,2
5391091,2224691,42,18,1,0,2,0,0,1,52,40,6,501,63000,6,1,3,1,2
5391112,2224702,47,1,1,0,1,0,0,1,52,60,1,501,78000,6,1,3,1,2
5391113,2224702,45,2,1,0,2,0,0,2,52,50,1,501,55000,6,1,3,1,2
5391134,2224713,33,1,1,0,1,0,0,2,52,20,6,501,94000,5,2,3,2,2
5391135,2224713,34,17,1,0,2,0,0,2,52,55,6,501,67300,5,1,3,1,2
5391136,2224714,54,1,1,0,1,0,0,2,52,50,1,501,32900,7,1,3,1,2
5391137,2224714,56,2,1,0,2,0,0,1,52,40,1,501,68000,7,1,3,1,2
5391190,2224741,31,1,1,0,1,0,0,2,50,40,6,501,27800,5,1,3,1,2
5391191,2224741,30,18,1,0,2,0,0,2,52,45,6,485,42000,5,1,3,1,2
5391256,2224774,31,1,1,0,1,0,0,1,52,40,6,501,65000,5,1,3,1,2
5391257,2224774,34,19,1,0,2,0,0,2,48,40,5,474,34300,5,1,3,1,2
5391322,2224807,40,1,1,6,1,0,0,1,52,60,6,501,80000,6,1,2,1,2
5391323,2224807,32,17,1,6,2,0,0,1,52,40,6,501,70000,5,1,2,1,2
5391366,2224829,28,1,1,0,1,0,0,1,52,40,6,501,100000,5,1,3,1,2
5391367,2224829,30,19,1,0,2,0,0,2,0,0,6,161,0,5,1,3,1,2
5391412,2224852,33,1,1,0,1,0,0,1,52,50,6,501,120000,5,1,3,1,2
5391413,2224852,35,19,1,0,2,0,0,1,52,30,6,501,53000,6,2,3,2,2
5391416,2224854,29,1,1,0,1,0,0,1,52,48,6,501,168000,5,1,3,1,2
5391417,2224854,30,16,1,0,2,0,0,1,52,50,6,501,36000,5,1,3,1,2
5391420,2224856,25,1,1,0,1,0,0,2,52,40,1,501,45000,5,1,3,1,2
5391421,2224856,42,2,1,0,2,0,0,1,52,55,1,501,80000,6,1,3,1,2
5391432,2224862,38,1,1,0,1,0,0,1,52,50,1,501,110000,6,1,3,1,2
5391433,2224862,27,2,1,0,2,0,0,2,40,45,1,501,31000,5,1,3,1,2
5391436,2224864,38,1,1,0,1,0,0,1,52,48,4,501,68000,6,1,3,1,2
5391437,2224864,28,19,1,0,2,0,0,1,52,40,6,381,33000,5,1,3,1,2
5391454,2224873,43,1,1,0,1,0,0,1,52,40,1,501,100000,6,1,3,1,2
5391455,2224873,51,2,1,0,2,0,0,2,20,40,1,501,1000,7,2,3,2,2
5391458,2224875,31,1,1,0,1,0,0,2,52,60,1,501,120000,5,1,3,1,2
5391459,2224875,33,2,1,0,2,0,0,1,51,50,1,501,65000,5,1,3,1,2
5391462,2224877,38,1,1,0,1,0,0,1,52,50,1,501,110000,6,1,3,1,2
5391463,2224877,27,2,1,0,2,0,0,2,40,45,1,501,31000,5,1,3,1,2
5391466,2224879,38,1,1,0,1,0,0,1,52,48,4,501,68000,6,1,3,1,2
5391467,2224879,28,19,1,0,2,0,0,1,52,40,6,381,33000,5,1,3,1,2
5391482,2224887,34,1,1,0,1,0,0,1,52,50,1,501,50000,5,1,3,1,2
5391483,2224887,33,2,1,0,2,0,0,2,42,50,1,501,45000,5,1,3,1,2
5391488,2224890,47,1,1,0,1,0,0,1,52,55,1,501,70000,6,1,3,1,2
5391489,2224890,48,2,1,0,2,0,0,2,52,38,1,501,64000,6,1,3,1,2
5391498,2224895,30,1,1,0,1,0,0,2,52,60,6,485,42000,5,1,3,1,2
5391499,2224895,37,19,1,0,2,0,0,1,52,60,6,501,65000,6,1,3,1,2
5391520,2224906,33,1,1,0,1,0,0,1,52,40,6,501,45300,5,1,3,1,2
5391521,2224906,35,18,1,0,2,0,0,1,52,40,6,501,61000,6,1,3,1,2
5391540,2224916,37,1,1,0,1,0,0,1,48,65,6,501,100000,6,1,3,1,2
5391541,2224916,32,18,1,0,2,0,0,2,40,40,6,501,140000,5,1,3,1,2
5391554,2224923,35,1,1,0,1,0,0,2,52,50,6,501,120000,6,1,3,1,2
5391555,2224923,38,19,1,0,2,0,0,1,52,55,6,501,100000,6,1,3,1,2
5391604,2224948,49,1,1,0,1,0,0,1,52,38,6,501,149000,6,1,3,1,2
5391605,2224948,19,3,1,6,2,0,0,2,50,45,6,501,9200,4,1,2,1,1
5391646,2224969,31,1,1,0,1,0,0,1,52,48,6,501,80000,5,1,3,1,2
5391647,2224969,39,19,1,0,2,0,0,1,52,50,6,347,30000,6,1,3,1,2
5391648,2224970,35,1,1,7,1,0,0,2,50,50,6,501,120000,6,1,2,1,2
5391649,2224970,33,19,1,0,2,0,0,1,20,55,6,501,325000,5,2,3,2,2
5391696,2224994,29,1,1,0,1,0,0,1,50,40,6,501,93000,5,1,3,1,2
5391697,2224994,24,17,1,6,2,0,0,2,37,50,6,121,10300,4,1,2,1,2
5391698,2224995,28,1,1,0,1,0,0,2,52,65,1,501,80000,5,1,3,1,2
